# Probability distribution file for qtypes
# Format: Probability<TAB>Query type
# The sum of probabilities has to sum 1
0.48949715	A
0.02005200	NS
0.00238016	CNAME
0.04043821	SOA
0.00000815	WKS
0.14129327	PTR
0.03062414	MX
0.00789853	TXT
0.00003260	X25
0.17583000	AAAA
0.02067965	SRV
0.00000815	NAPTR
0.00012227	DS
0.00030975	SPF
0.00258394	ANY
0.06745951	A6
